bboxes,filepath,height,width
"[{'class': 'van', 'x1': 393, 'x2': 871, 'y1': 261, 'y2': 685}, {'class': 'truck', 'x1': 763, 'x2': 962, 'y1': 163, 'y2': 443}]",746d6981-d7c6-42bb-a047-65defa993d37.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 1102, 'x2': 1163, 'y1': 324, 'y2': 372}, {'class': 'car', 'x1': 1043, 'x2': 1093, 'y1': 331, 'y2': 379}, {'class': 'van', 'x1': 888, 'x2': 1056, 'y1': 324, 'y2': 472}, {'class': 'car', 'x1': 820, 'x2': 856, 'y1': 325, 'y2': 355}, {'class': 'van', 'x1': 723, 'x2': 790, 'y1': 310, 'y2': 374}, {'class': 'van', 'x1': 530, 'x2': 708, 'y1': 321, 'y2': 465}]",053852d3-1e48-418d-b230-e70606b54c4d.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 418, 'x2': 674, 'y1': 268, 'y2': 479}, {'class': 'car', 'x1': 833, 'x2': 957, 'y1': 287, 'y2': 381}, {'class': 'van', 'x1': 644, 'x2': 731, 'y1': 276, 'y2': 355}, {'class': 'truck', 'x1': 753, 'x2': 883, 'y1': 196, 'y2': 342}]",71bdb938-b710-45c2-8a23-73c78e7fea45.mov-0001.jpg,720,1280
"[{'class': 'pickup_truck', 'x1': 469, 'x2': 527, 'y1': 332, 'y2': 375}]",2e9b9763-bf1c-4b21-9676-aab5887c87ff.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 1024, 'x2': 1237, 'y1': 315, 'y2': 535}, {'class': 'van', 'x1': 793, 'x2': 880, 'y1': 338, 'y2': 414}, {'class': 'van', 'x1': 711, 'x2': 766, 'y1': 328, 'y2': 387}, {'class': 'truck', 'x1': 669, 'x2': 699, 'y1': 317, 'y2': 358}, {'class': 'car', 'x1': 608, 'x2': 681, 'y1': 337, 'y2': 395}]",cdd7a196-e787-4e47-85be-cf50808dd661.mov-0001.jpg,720,1280
"[{'class': 'bus', 'x1': 422, 'x2': 472, 'y1': 405, 'y2': 459}, {'class': 'van', 'x1': 381, 'x2': 418, 'y1': 435, 'y2': 469}, {'class': 'bus', 'x1': 297, 'x2': 338, 'y1': 435, 'y2': 472}, {'class': 'car', 'x1': 156, 'x2': 315, 'y1': 462, 'y2': 593}]",2f7ce6cc-2793-4b9c-921c-b5b1549a5af4.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 832, 'x2': 874, 'y1': 311, 'y2': 364}, {'class': 'car', 'x1': 1113, 'x2': 1280, 'y1': 288, 'y2': 533}, {'class': 'van', 'x1': 681, 'x2': 804, 'y1': 297, 'y2': 409}, {'class': 'pickup_truck', 'x1': 581, 'x2': 641, 'y1': 318, 'y2': 354}, {'class': 'car', 'x1': 514, 'x2': 546, 'y1': 321, 'y2': 348}, {'class': 'van', 'x1': 432, 'x2': 499, 'y1': 295, 'y2': 368}, {'class': 'van', 'x1': 364, 'x2': 440, 'y1': 311, 'y2': 385}, {'class': 'van', 'x1': 103, 'x2': 251, 'y1': 241, 'y2': 449}]",a1561d06-b540-48a0-b5af-d9c9fe19d438.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 605, 'x2': 658, 'y1': 428, 'y2': 469}, {'class': 'car', 'x1': 533, 'x2': 598, 'y1': 421, 'y2': 488}, {'class': 'car', 'x1': 422, 'x2': 533, 'y1': 412, 'y2': 513}, {'class': 'van', 'x1': 285, 'x2': 374, 'y1': 402, 'y2': 490}, {'class': 'van', 'x1': 110, 'x2': 270, 'y1': 395, 'y2': 527}]",d987fc3c-2391-4f2a-9218-b1881324278b.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 458, 'x2': 526, 'y1': 355, 'y2': 421}, {'class': 'van', 'x1': 562, 'x2': 605, 'y1': 374, 'y2': 415}, {'class': 'car', 'x1': 673, 'x2': 727, 'y1': 377, 'y2': 429}, {'class': 'car', 'x1': 629, 'x2': 664, 'y1': 384, 'y2': 416}, {'class': 'car', 'x1': 736, 'x2': 842, 'y1': 377, 'y2': 473}]",3a6eb10f-ffde-46ad-9ba7-e999fb37bf5b.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 469, 'x2': 573, 'y1': 311, 'y2': 409}, {'class': 'truck', 'x1': 243, 'x2': 354, 'y1': 253, 'y2': 385}]",70b619d2-d80d-430d-8428-2004eae68bfa.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 460, 'x2': 523, 'y1': 367, 'y2': 418}, {'class': 'van', 'x1': 352, 'x2': 413, 'y1': 362, 'y2': 408}, {'class': 'van', 'x1': 268, 'x2': 344, 'y1': 357, 'y2': 425}]",105a6c0d-ae60-4e8a-b0ae-b58f7fe8accf.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 531, 'x2': 658, 'y1': 253, 'y2': 369}, {'class': 'van', 'x1': 149, 'x2': 308, 'y1': 246, 'y2': 395}]",8fffb1ea-7c68-4ed0-9cfb-f3ba9f03c773.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 548, 'x2': 654, 'y1': 291, 'y2': 392}, {'class': 'car', 'x1': 487, 'x2': 659, 'y1': 330, 'y2': 472}, {'class': 'truck', 'x1': 325, 'x2': 465, 'y1': 199, 'y2': 379}, {'class': 'car', 'x1': 227, 'x2': 364, 'y1': 335, 'y2': 442}]",c1eb907f-19bc-47bd-8530-cc50f158c7d1.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 362, 'x2': 391, 'y1': 288, 'y2': 315}, {'class': 'car', 'x1': 271, 'x2': 362, 'y1': 278, 'y2': 362}]",1660fa69-9c12-44c4-8079-62605e4d9813.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 519, 'x2': 984, 'y1': 321, 'y2': 720}]",c40178fc-5e0f-4104-ac1d-fe308fb2b50c.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 571, 'x2': 800, 'y1': 357, 'y2': 556}, {'class': 'car', 'x1': 204, 'x2': 244, 'y1': 358, 'y2': 392}, {'class': 'van', 'x1': 132, 'x2': 173, 'y1': 354, 'y2': 391}]",b46b9424-db41-45b8-b484-a88ec703e0e2.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 147, 'x2': 337, 'y1': 337, 'y2': 486}, {'class': 'car', 'x1': 389, 'x2': 470, 'y1': 360, 'y2': 422}, {'class': 'van', 'x1': 537, 'x2': 590, 'y1': 355, 'y2': 405}, {'class': 'bus', 'x1': 853, 'x2': 908, 'y1': 323, 'y2': 405}]",b64f5590-30b4-41d8-9128-3e374d1c2edf.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 1133, 'x2': 1267, 'y1': 119, 'y2': 251}, {'class': 'van', 'x1': 886, 'x2': 985, 'y1': 128, 'y2': 220}, {'class': 'van', 'x1': 749, 'x2': 813, 'y1': 130, 'y2': 197}, {'class': 'van', 'x1': 386, 'x2': 644, 'y1': 103, 'y2': 324}]",c9ab79dc-1e93-4f89-ad5e-c1d228b0263c.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 546, 'x2': 654, 'y1': 276, 'y2': 367}, {'class': 'car', 'x1': 513, 'x2': 544, 'y1': 290, 'y2': 311}, {'class': 'van', 'x1': 486, 'x2': 521, 'y1': 290, 'y2': 320}, {'class': 'van', 'x1': 428, 'x2': 489, 'y1': 294, 'y2': 338}, {'class': 'car', 'x1': 307, 'x2': 419, 'y1': 303, 'y2': 394}]",b7bdbd39-1fd2-4fea-a5c9-d74097401da5.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 411, 'x2': 618, 'y1': 351, 'y2': 543}, {'class': 'truck', 'x1': 384, 'x2': 506, 'y1': 305, 'y2': 451}, {'class': 'van', 'x1': 1041, 'x2': 1176, 'y1': 331, 'y2': 455}]",718bf073-0cb3-47e2-916b-ceb61f17c666.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 456, 'x2': 735, 'y1': 247, 'y2': 489}]",1d7c0f72-dd8f-423d-963b-610ee55c9314.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 375, 'x2': 874, 'y1': 381, 'y2': 718}, {'class': 'car', 'x1': 28, 'x2': 210, 'y1': 439, 'y2': 609}, {'class': 'van', 'x1': 911, 'x2': 1033, 'y1': 428, 'y2': 552}]",669dabf2-7642-4966-a45f-77f2160afeb7.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 163, 'x2': 351, 'y1': 478, 'y2': 653}, {'class': 'car', 'x1': 449, 'x2': 499, 'y1': 533, 'y2': 579}]",3b6ddaa3-18dc-4491-b8c3-4e751193f78f.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 671, 'x2': 762, 'y1': 310, 'y2': 394}, {'class': 'van', 'x1': 617, 'x2': 641, 'y1': 307, 'y2': 331}]",63f16bf5-9902-4f59-9f15-15ea1a7c2a5f.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 654, 'x2': 760, 'y1': 416, 'y2': 539}]",3257714a-3521-4ae2-bf56-daf2ffabd7bd.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 785, 'x2': 964, 'y1': 411, 'y2': 556}, {'class': 'car', 'x1': 595, 'x2': 622, 'y1': 409, 'y2': 433}]",638f0b34-adef-4151-9b5b-9605596a919f.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 453, 'x2': 530, 'y1': 459, 'y2': 539}]",2b878b56-711a-4a94-89eb-a85d628a57d2.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 567, 'x2': 635, 'y1': 328, 'y2': 396}]",85a051ed-7d5a-491c-946e-60c4ccaab661.mov-0001.jpg,720,1280
"[{'class': 'pickup_truck', 'x1': 1092, 'x2': 1169, 'y1': 360, 'y2': 414}, {'class': 'car', 'x1': 611, 'x2': 712, 'y1': 295, 'y2': 391}]",18e4663d-a2d4-462f-a4d2-3fa80acd7b5c.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 958, 'x2': 1082, 'y1': 233, 'y2': 341}, {'class': 'truck', 'x1': 550, 'x2': 608, 'y1': 197, 'y2': 270}, {'class': 'car', 'x1': 620, 'x2': 686, 'y1': 236, 'y2': 300}, {'class': 'car', 'x1': 691, 'x2': 927, 'y1': 236, 'y2': 445}, {'class': 'car', 'x1': 356, 'x2': 521, 'y1': 240, 'y2': 382}]",a6f4c247-4f95-45fd-a6f7-01936d6d3f19.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 935, 'x2': 1033, 'y1': 324, 'y2': 416}, {'class': 'van', 'x1': 698, 'x2': 725, 'y1': 360, 'y2': 387}, {'class': 'pickup_truck', 'x1': 576, 'x2': 630, 'y1': 368, 'y2': 401}]",8b9bd7bd-1712-4795-844d-3bf490caf1fe.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 11, 'x2': 274, 'y1': 372, 'y2': 563}, {'class': 'pickup_truck', 'x1': 420, 'x2': 516, 'y1': 378, 'y2': 441}, {'class': 'car', 'x1': 544, 'x2': 655, 'y1': 377, 'y2': 461}, {'class': 'car', 'x1': 712, 'x2': 770, 'y1': 387, 'y2': 435}]",9fbaf970-b91b-4bf8-9dbd-1ba3763a6eca.mov-0001.jpg,720,1280
"[{'class': 'truck', 'x1': 668, 'x2': 742, 'y1': 261, 'y2': 381}, {'class': 'van', 'x1': 992, 'x2': 1060, 'y1': 318, 'y2': 378}, {'class': 'truck', 'x1': 748, 'x2': 804, 'y1': 295, 'y2': 377}, {'class': 'car', 'x1': 681, 'x2': 753, 'y1': 332, 'y2': 389}, {'class': 'van', 'x1': 571, 'x2': 630, 'y1': 324, 'y2': 379}]",17aa7022-1613-4610-8a9a-a53ce8b29969.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 908, 'x2': 1031, 'y1': 261, 'y2': 367}, {'class': 'car', 'x1': 770, 'x2': 840, 'y1': 268, 'y2': 330}, {'class': 'car', 'x1': 531, 'x2': 787, 'y1': 253, 'y2': 455}]",ca5145f5-7229-4d26-8448-681db9c88509.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 514, 'x2': 814, 'y1': 325, 'y2': 644}, {'class': 'car', 'x1': 459, 'x2': 524, 'y1': 361, 'y2': 424}, {'class': 'car', 'x1': 310, 'x2': 405, 'y1': 367, 'y2': 445}]",bc82f121-ef71-44e9-8283-4f6833e02386.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 467, 'x2': 679, 'y1': 280, 'y2': 478}, {'class': 'truck', 'x1': 676, 'x2': 736, 'y1': 270, 'y2': 360}]",1b0d6819-72e3-44f0-be29-23885c75cea4.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 621, 'x2': 682, 'y1': 362, 'y2': 411}, {'class': 'bus', 'x1': 556, 'x2': 621, 'y1': 317, 'y2': 396}, {'class': 'car', 'x1': 534, 'x2': 585, 'y1': 365, 'y2': 408}, {'class': 'car', 'x1': 429, 'x2': 502, 'y1': 362, 'y2': 442}, {'class': 'car', 'x1': 284, 'x2': 442, 'y1': 358, 'y2': 488}, {'class': 'bus', 'x1': 705, 'x2': 900, 'y1': 256, 'y2': 442}, {'class': 'van', 'x1': 716, 'x2': 972, 'y1': 313, 'y2': 580}]",530b01b1-025e-48cf-b9df-40bff26eae2a.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 675, 'x2': 748, 'y1': 290, 'y2': 347}, {'class': 'car', 'x1': 984, 'x2': 1265, 'y1': 331, 'y2': 535}, {'class': 'van', 'x1': 795, 'x2': 937, 'y1': 283, 'y2': 421}, {'class': 'car', 'x1': 553, 'x2': 583, 'y1': 280, 'y2': 303}, {'class': 'car', 'x1': 611, 'x2': 649, 'y1': 283, 'y2': 310}, {'class': 'van', 'x1': 520, 'x2': 544, 'y1': 276, 'y2': 297}]",9d661b14-7cb8-462c-a74b-9ffc92640cc9.mov-0001.jpg,720,1280
"[{'class': 'bus', 'x1': 692, 'x2': 749, 'y1': 338, 'y2': 405}, {'class': 'van', 'x1': 777, 'x2': 834, 'y1': 357, 'y2': 408}, {'class': 'car', 'x1': 927, 'x2': 1012, 'y1': 358, 'y2': 425}, {'class': 'van', 'x1': 526, 'x2': 607, 'y1': 362, 'y2': 438}]",4a737bd5-9254-4031-9031-b45148bfeab8.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 779, 'x2': 883, 'y1': 288, 'y2': 389}, {'class': 'van', 'x1': 580, 'x2': 614, 'y1': 293, 'y2': 321}, {'class': 'car', 'x1': 512, 'x2': 540, 'y1': 300, 'y2': 335}, {'class': 'car', 'x1': 411, 'x2': 465, 'y1': 301, 'y2': 351}]",864c9491-31ca-41fe-85a0-ec48abbed56a.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 133, 'x2': 799, 'y1': 304, 'y2': 720}, {'class': 'car', 'x1': 1, 'x2': 187, 'y1': 385, 'y2': 547}]",a1a78418-25ee-4c1a-86d0-eb23aacc57b5.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 580, 'x2': 1031, 'y1': 217, 'y2': 562}]",2c39f78c-e75b-4ffd-96cf-04ceb3f761dd.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 270, 'x2': 566, 'y1': 414, 'y2': 658}, {'class': 'truck', 'x1': 122, 'x2': 274, 'y1': 318, 'y2': 527}]",5db0f277-d0e9-4a26-9818-799bd84c7c06.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 219, 'x2': 250, 'y1': 438, 'y2': 465}]",13f6af03-bc3a-4bff-b821-2f72afc9023d.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 753, 'x2': 809, 'y1': 396, 'y2': 448}, {'class': 'car', 'x1': 667, 'x2': 728, 'y1': 404, 'y2': 455}, {'class': 'truck', 'x1': 610, 'x2': 681, 'y1': 364, 'y2': 446}, {'class': 'truck', 'x1': 466, 'x2': 615, 'y1': 291, 'y2': 476}, {'class': 'truck', 'x1': 345, 'x2': 440, 'y1': 355, 'y2': 466}, {'class': 'van', 'x1': 155, 'x2': 246, 'y1': 357, 'y2': 470}]",94ca8fd9-df3d-400f-a617-174ec880a933.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 971, 'x2': 1260, 'y1': 303, 'y2': 566}, {'class': 'car', 'x1': 88, 'x2': 203, 'y1': 354, 'y2': 446}]",15b3ee4d-37ee-4b5a-9878-a1ab9b673458.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 911, 'x2': 1096, 'y1': 358, 'y2': 527}, {'class': 'car', 'x1': 601, 'x2': 631, 'y1': 287, 'y2': 311}, {'class': 'car', 'x1': 584, 'x2': 607, 'y1': 281, 'y2': 295}, {'class': 'car', 'x1': 576, 'x2': 721, 'y1': 334, 'y2': 436}, {'class': 'car', 'x1': 479, 'x2': 920, 'y1': 412, 'y2': 715}]",0a5ac9f0-338e-496c-9e64-409e862a18ab.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 945, 'x2': 1157, 'y1': 324, 'y2': 537}, {'class': 'van', 'x1': 819, 'x2': 982, 'y1': 276, 'y2': 459}, {'class': 'car', 'x1': 732, 'x2': 797, 'y1': 337, 'y2': 412}, {'class': 'car', 'x1': 512, 'x2': 640, 'y1': 324, 'y2': 433}]",b2a1269f-22f5-421a-a58f-e83f4b5cbbef.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 982, 'x2': 1126, 'y1': 389, 'y2': 526}, {'class': 'bus', 'x1': 598, 'x2': 951, 'y1': 212, 'y2': 593}]",80543b4d-b9a9-41f0-ad2d-00ddf17621f7.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 557, 'x2': 1042, 'y1': 258, 'y2': 624}]",ca38c2d0-14ad-4167-a9eb-d1d255c3f7e4.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 1076, 'x2': 1149, 'y1': 298, 'y2': 371}, {'class': 'car', 'x1': 870, 'x2': 930, 'y1': 253, 'y2': 307}, {'class': 'pickup_truck', 'x1': 770, 'x2': 857, 'y1': 261, 'y2': 318}, {'class': 'car', 'x1': 604, 'x2': 684, 'y1': 261, 'y2': 327}]",39d3e9b1-76ea-4191-be82-f08ad590a81d.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 975, 'x2': 1140, 'y1': 325, 'y2': 478}, {'class': 'van', 'x1': 534, 'x2': 637, 'y1': 344, 'y2': 433}]",497dcf79-6da0-4e0e-9bc2-57c0e1da1bcc.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 238, 'x2': 351, 'y1': 307, 'y2': 391}]",7c7f2271-8c81-42e7-9108-2a475e003a21.mov-0001.jpg,720,1280
"[{'class': 'pickup_truck', 'x1': 561, 'x2': 681, 'y1': 389, 'y2': 458}]",408ea1b3-94f7-4f5f-b464-6fb398c7ea21.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 1129, 'x2': 1190, 'y1': 342, 'y2': 392}, {'class': 'van', 'x1': 1106, 'x2': 1126, 'y1': 348, 'y2': 368}, {'class': 'van', 'x1': 1031, 'x2': 1095, 'y1': 337, 'y2': 389}]",c43fefc3-6e76-4ec6-9668-dbbebc5f24ac.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 945, 'x2': 1278, 'y1': 287, 'y2': 648}, {'class': 'car', 'x1': 719, 'x2': 792, 'y1': 310, 'y2': 375}, {'class': 'car', 'x1': 649, 'x2': 691, 'y1': 315, 'y2': 354}, {'class': 'van', 'x1': 611, 'x2': 651, 'y1': 315, 'y2': 354}, {'class': 'van', 'x1': 509, 'x2': 585, 'y1': 305, 'y2': 367}, {'class': 'car', 'x1': 469, 'x2': 503, 'y1': 314, 'y2': 342}, {'class': 'car', 'x1': 436, 'x2': 467, 'y1': 315, 'y2': 344}, {'class': 'car', 'x1': 341, 'x2': 375, 'y1': 315, 'y2': 345}, {'class': 'car', 'x1': 310, 'x2': 341, 'y1': 317, 'y2': 342}, {'class': 'car', 'x1': 224, 'x2': 277, 'y1': 314, 'y2': 361}, {'class': 'van', 'x1': 143, 'x2': 206, 'y1': 307, 'y2': 362}, {'class': 'car', 'x1': 66, 'x2': 130, 'y1': 315, 'y2': 381}]",6e6e33bd-ebdd-44eb-9dfc-94ca9ab28f67.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 658, 'x2': 715, 'y1': 436, 'y2': 483}, {'class': 'van', 'x1': 608, 'x2': 638, 'y1': 432, 'y2': 462}]",773f5789-f5de-4c65-a2af-f93568625c48.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 25, 'x2': 281, 'y1': 197, 'y2': 495}, {'class': 'van', 'x1': 347, 'x2': 418, 'y1': 324, 'y2': 402}, {'class': 'car', 'x1': 448, 'x2': 671, 'y1': 323, 'y2': 495}]",b82f8a3e-154d-4ac8-bf0c-2f9c6bbf6d95.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 1105, 'x2': 1277, 'y1': 184, 'y2': 426}, {'class': 'van', 'x1': 576, 'x2': 617, 'y1': 176, 'y2': 219}]",33d83ab5-fe41-4014-a3d5-dd78d2b81379.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 71, 'x2': 251, 'y1': 361, 'y2': 509}, {'class': 'van', 'x1': 220, 'x2': 648, 'y1': 241, 'y2': 688}]",cab7b098-d3b9-4656-bfda-d21ba991b51d.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 775, 'x2': 923, 'y1': 347, 'y2': 480}, {'class': 'van', 'x1': 622, 'x2': 691, 'y1': 351, 'y2': 421}, {'class': 'car', 'x1': 416, 'x2': 640, 'y1': 337, 'y2': 519}, {'class': 'van', 'x1': 119, 'x2': 246, 'y1': 337, 'y2': 448}, {'class': 'car', 'x1': 274, 'x2': 352, 'y1': 352, 'y2': 422}]",66423ec4-871e-4462-b5c1-a29fd8e3317a.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 452, 'x2': 560, 'y1': 290, 'y2': 391}]",7b6e27cd-c338-4a12-b2c8-d5611b905d1d.mov-0001.jpg,720,1280
"[{'class': 'pickup_truck', 'x1': 566, 'x2': 688, 'y1': 318, 'y2': 409}, {'class': 'car', 'x1': 492, 'x2': 541, 'y1': 318, 'y2': 355}]",567e2679-4f34-4eec-ae22-6b254a08f6d5.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 477, 'x2': 659, 'y1': 280, 'y2': 432}, {'class': 'van', 'x1': 689, 'x2': 770, 'y1': 304, 'y2': 378}]",2e7d6e93-cf5a-48db-8b97-7e5fbe8f9cd9.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 881, 'x2': 945, 'y1': 415, 'y2': 475}, {'class': 'van', 'x1': 733, 'x2': 814, 'y1': 404, 'y2': 480}, {'class': 'van', 'x1': 678, 'x2': 722, 'y1': 415, 'y2': 452}, {'class': 'van', 'x1': 551, 'x2': 634, 'y1': 405, 'y2': 483}]",ca5d5da4-7eb0-4323-b099-b191ea966a1e.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 600, 'x2': 914, 'y1': 441, 'y2': 680}, {'class': 'van', 'x1': 273, 'x2': 425, 'y1': 441, 'y2': 573}]",ab90488e-fd31-4870-998f-9d66d439a9e4.mov-0001.jpg,720,1280
"[{'class': 'van', 'x1': 98, 'x2': 182, 'y1': 345, 'y2': 433}]",4e83bf1d-1fb3-4f2d-8831-e1fa17454ac5.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 1059, 'x2': 1275, 'y1': 422, 'y2': 594}, {'class': 'van', 'x1': 920, 'x2': 972, 'y1': 432, 'y2': 475}, {'class': 'car', 'x1': 880, 'x2': 914, 'y1': 439, 'y2': 469}, {'class': 'van', 'x1': 809, 'x2': 884, 'y1': 425, 'y2': 507}, {'class': 'bus', 'x1': 768, 'x2': 799, 'y1': 421, 'y2': 465}, {'class': 'car', 'x1': 733, 'x2': 782, 'y1': 441, 'y2': 479}, {'class': 'van', 'x1': 618, 'x2': 694, 'y1': 399, 'y2': 490}, {'class': 'car', 'x1': 541, 'x2': 689, 'y1': 438, 'y2': 556}]",6a8afb2c-1276-4956-aee2-86dabf1772b6.mov-0001.jpg,720,1280
"[{'class': 'car', 'x1': 459, 'x2': 807, 'y1': 351, 'y2': 663}]",d100930c-ca8a-4fe4-ab98-8e00933951c4.mov-0001.jpg,720,1280
"[{'class': 'truck', 'x1': 908, 'x2': 1278, 'y1': 311, 'y2': 483}, {'class': 'van', 'x1': 314, 'x2': 775, 'y1': 149, 'y2': 580}, {'class': 'truck', 'x1': 0, 'x2': 264, 'y1': 0, 'y2': 391}]",7bb47f58-5ee1-462a-bb29-593b3daf3265.mov-0001.jpg,720,1280
